org_name,repo_name,open_issue_count,stars_count,forks_count,last_pushed_date,pull_requests_open_count,about_description
shopify,activerecord-yugabytedb-adapter,0,1,1,2025-04-14,0,YugabyteDB adapter for ActiveRecord
shopify,ruby-pg,0,1,1,2025-04-14,0,A YugabyteDB client library for Ruby
shopify,tidb,1,1,1,2025-04-08,1,"TiDB - the open-source, cloud-native, distributed SQL database designed for modern applications."
shopify,argo-cd-1,8,1,2,2025-08-06,8,Declarative Continuous Deployment for Kubernetes
shopify,mcp-net,6,0,0,2025-04-10,0,A proxy server and tools manager for the Model Context Protocol (MCP) that facilitates communication between LLM applications and remote MCP-compatible services.
shopify,roast,168,799,38,2025-08-11,12,Structured AI workflows made easy
shopify,example-admin-action-and-block-preact,0,0,0,2025-06-04,0,Contains example code for tutorials at https://shopify.dev/docs/apps/admin/admin-actions-and-blocks
shopify,shopify-app-template-react-router,3,34,3,2025-08-11,0,An template for building Shopify Apps using React Router v7 and above
shopify,toml-patch,6,3,1,2025-08-11,6,"A JS library using WebAssembly to patch TOML files, preserving formatting"
shopify,consumer-agent-mcp,1,2,1,2025-07-07,0,The Consumer Agent MCP Bridge
shopify,editions-dev-2025-masterclass-declarative-data,0,1,0,2025-05-28,0,Source code for the Editions.dev 2025 masterclass on declarative custom data and the new `app dev`.
shopify,shop-chat-agent,16,44,35,2025-07-22,8,A reference app for storefront chat agent
shopify,autosizes,0,44,2,2025-05-07,0,A sizes=auto polyfill
shopify,editions-dev-2025-workshop-customer-account,2,2,2,2025-07-18,2,Editions.dev customer accounts workshop
shopify,rocksdb,2,0,0,2025-07-30,-1,"A library that provides an embeddable, persistent key-value store for fast storage."
shopify,claude-code-action,0,1,0,2025-05-28,-1,
shopify,claude-code-base-action,0,0,0,2025-05-27,-1,
shopify,psql-wire,3,0,0,2025-06-27,-1,PostgreSQL server wire protocol. Build your own server and start serving connections.
shopify,position-observer,2,118,3,2025-08-05,-1,"Asynchronously observe changes in the position, size and intersection of elements without polling."
shopify,propshaft,0,0,1,2025-06-23,-1,Deliver assets for Rails
shopify,DataflowTemplates,3,0,0,2025-08-06,-1,Cloud Dataflow Google-provided templates for solving in-Cloud data tasks
shopify,changesets-action,1,0,0,2025-07-23,-1,
shopify,horizon,1,173,32,2025-08-06,-1,Shopify's Horizon theme source code
shopify,rocksdb-1,0,0,0,2025-07-28,-1,"A library that provides an embeddable, persistent key-value store for fast storage."
shopify,ruby-environments,0,1,0,2025-08-06,-1,
shopify,raindrops,0,0,0,2023-09-23,-1,
