org,repo,hyperlink,commits_last_30d,PRs_closed_30d,source,health_score
microsoft,kiota-samples,https://github.com/microsoft/kiota-samples,100,100,MICROSOFT,300
ibm,spnl,https://github.com/IBM/spnl,100,99,IBM,298
microsoft,TypeAgent,https://github.com/microsoft/TypeAgent,100,99,MICROSOFT,298
microsoft,MIDI,https://github.com/microsoft/MIDI,100,99,MICROSOFT,298
microsoft,testfx,https://github.com/microsoft/testfx,100,98,MICROSOFT,296
siemens,element,https://github.com/siemens/element,100,97,LARGE_BUCKET2,294
analogdevicesinc,scopy,https://github.com/analogdevicesinc/scopy,100,97,LARGE_BUCKET3,294
nvidia,cccl,https://github.com/NVIDIA/cccl,100,97,LARGE_BUCKET1,294
amd,HPCTrainingExamples,https://github.com/amd/HPCTrainingExamples,100,97,SMALL_ORGS,294
intel,llvm,https://github.com/intel/llvm,100,96,LARGE_BUCKET2,292
google,filament,https://github.com/google/filament,100,96,GOOGLE,292
google,android-cuttlefish,https://github.com/google/android-cuttlefish,100,95,GOOGLE,290
sap,ui5-webcomponents,https://github.com/SAP/ui5-webcomponents,100,95,LARGE_BUCKET2,290
adobe,spacecat-audit-worker,https://github.com/adobe/spacecat-audit-worker,100,95,LARGE_BUCKET3,290
microsoft,kiota,https://github.com/microsoft/kiota,100,94,MICROSOFT,288
adobe,spacecat-shared,https://github.com/adobe/spacecat-shared,100,94,LARGE_BUCKET3,288
ibm,mcp-context-forge,https://github.com/IBM/mcp-context-forge,100,94,IBM,288
google,xls,https://github.com/google/xls,100,94,GOOGLE,288
microsoft,vscode-copilot-chat,https://github.com/microsoft/vscode-copilot-chat,100,94,MICROSOFT,288
analogdevicesinc,hdl,https://github.com/analogdevicesinc/hdl,91,98,LARGE_BUCKET3,287
google,perfetto,https://github.com/google/perfetto,100,93,GOOGLE,286
vmware,build-tools-for-vmware-aria,https://github.com/vmware/build-tools-for-vmware-aria,100,92,LARGE_BUCKET2,284
datadog,dd-trace-py,https://github.com/DataDog/dd-trace-py,100,92,LARGE_BUCKET4,284
microsoft,mcp-for-beginners,https://github.com/microsoft/mcp-for-beginners,100,92,MICROSOFT,284
databricks,cli,https://github.com/databricks/cli,100,92,LARGE_BUCKET4,284
aws,language-servers,https://github.com/aws/language-servers,100,92,LARGE_BUCKET1,284
microsoft,FluidFramework,https://github.com/microsoft/FluidFramework,100,92,MICROSOFT,284
google,fonts,https://github.com/google/fonts,99,92,GOOGLE,283
aws,aws-sdk-net,https://github.com/aws/aws-sdk-net,100,91,LARGE_BUCKET1,282
atlassian,atlascode,https://github.com/atlassian/atlascode,100,91,LARGE_BUCKET4,282
adobe,spacecat-api-service,https://github.com/adobe/spacecat-api-service,100,90,LARGE_BUCKET3,280
alibaba,spring-ai-alibaba,https://github.com/alibaba/spring-ai-alibaba,100,90,LARGE_BUCKET1,280
google,site-kit-wp,https://github.com/google/site-kit-wp,100,89,GOOGLE,278
microsoft,vscode,https://github.com/microsoft/vscode,100,89,MICROSOFT,278
nvidia,Fuser,https://github.com/NVIDIA/Fuser,100,89,LARGE_BUCKET1,278
google,osv-scalibr,https://github.com/google/osv-scalibr,100,89,GOOGLE,278
microsoft,Qcodes,https://github.com/microsoft/Qcodes,100,89,MICROSOFT,278
datadog,datadog-agent,https://github.com/DataDog/datadog-agent,100,89,LARGE_BUCKET4,278
microsoft,fluentui-charting-contrib,https://github.com/microsoft/fluentui-charting-contrib,88,95,MICROSOFT,278
aws,aws-sdk-js-v3,https://github.com/aws/aws-sdk-js-v3,100,89,LARGE_BUCKET1,278
google,orbax,https://github.com/google/orbax,100,88,GOOGLE,276
microsoft,onnxruntime,https://github.com/microsoft/onnxruntime,100,88,MICROSOFT,276
bytedance,UI-TARS-desktop,https://github.com/bytedance/UI-TARS-desktop,100,88,LARGE_BUCKET1,276
datadog,dd-trace-go,https://github.com/DataDog/dd-trace-go,100,88,LARGE_BUCKET4,276
nvidia,TensorRT-LLM,https://github.com/NVIDIA/TensorRT-LLM,100,87,LARGE_BUCKET1,274
microsoft,typespec,https://github.com/microsoft/typespec,100,87,MICROSOFT,274
microsoft,codeql,https://github.com/microsoft/codeql,100,87,MICROSOFT,274
facebook,react,https://github.com/facebook/react,100,87,META,274
microsoft,typescript-go,https://github.com/microsoft/typescript-go,95,89,MICROSOFT,273
sap,open-ux-tools,https://github.com/SAP/open-ux-tools,97,88,LARGE_BUCKET2,273
microsoft,wassette,https://github.com/microsoft/wassette,100,86,MICROSOFT,272
microsoft,BCApps,https://github.com/microsoft/BCApps,86,93,MICROSOFT,272
datadog,cilium,https://github.com/DataDog/cilium,100,86,LARGE_BUCKET4,272
shopify,cli,https://github.com/Shopify/cli,100,86,LARGE_BUCKET3,272
aws,eks-hybrid,https://github.com/aws/eks-hybrid,95,87,LARGE_BUCKET1,269
nvidia,nvbench,https://github.com/NVIDIA/nvbench,95,87,LARGE_BUCKET1,269
nvidia,TransformerEngine,https://github.com/NVIDIA/TransformerEngine,80,93,LARGE_BUCKET1,266
microsoft,playwright,https://github.com/microsoft/playwright,100,83,MICROSOFT,266
datadog,system-tests,https://github.com/DataDog/system-tests,86,90,LARGE_BUCKET4,266
adobe,helix-labs-website,https://github.com/adobe/helix-labs-website,78,94,LARGE_BUCKET3,266
microsoft,Conversation-Knowledge-Mining-Solution-Accelerator,https://github.com/microsoft/Conversation-Knowledge-Mining-Solution-Accelerator,76,95,MICROSOFT,266
nvidia,garak,https://github.com/NVIDIA/garak,94,86,LARGE_BUCKET1,266
square,workflow-kotlin,https://github.com/square/workflow-kotlin,100,83,LARGE_BUCKET3,266
google,adk-python,https://github.com/google/adk-python,100,83,GOOGLE,266
intel,intel-xpu-backend-for-triton,https://github.com/intel/intel-xpu-backend-for-triton,100,82,LARGE_BUCKET2,264
block,goose,https://github.com/block/goose,100,82,SMALL_ORGS,264
block,elasticgraph,https://github.com/block/elasticgraph,94,85,SMALL_ORGS,264
hpinc,AI-Blueprints,https://github.com/HPInc/AI-Blueprints,100,82,SMALL_ORGS,264
microsoft,RD-Agent,https://github.com/microsoft/RD-Agent,78,92,MICROSOFT,262
ibm,universal-connectors,https://github.com/IBM/universal-connectors,100,81,IBM,262
aws,aws-sdk-go-v2,https://github.com/aws/aws-sdk-go-v2,92,85,LARGE_BUCKET1,262
databricks,dbt-databricks,https://github.com/databricks/dbt-databricks,76,93,LARGE_BUCKET4,262
microsoft,rnx-kit,https://github.com/microsoft/rnx-kit,72,95,MICROSOFT,262
microsoft,PowerToys,https://github.com/microsoft/PowerToys,80,91,MICROSOFT,262
google,device-infra,https://github.com/google/device-infra,98,82,GOOGLE,262
ibm,prompt-declaration-language,https://github.com/IBM/prompt-declaration-language,63,99,IBM,261
adobe,helix-website,https://github.com/adobe/helix-website,65,98,LARGE_BUCKET3,261
microsoft,vscode-docs,https://github.com/microsoft/vscode-docs,100,80,MICROSOFT,260
sap,ui5-webcomponents-react,https://github.com/SAP/ui5-webcomponents-react,72,94,LARGE_BUCKET2,260
crowdstrike,faltest,https://github.com/CrowdStrike/faltest,78,90,LARGE_BUCKET4,258
google,tunix,https://github.com/google/tunix,73,92,GOOGLE,257
datadog,datadog-ci-rb,https://github.com/DataDog/datadog-ci-rb,65,96,LARGE_BUCKET4,257
microsoft,vscode-mssql,https://github.com/microsoft/vscode-mssql,77,89,MICROSOFT,255
snowflakedb,snowpark-python,https://github.com/snowflakedb/snowpark-python,73,91,SMALL_ORGS,255
nvidia,NeMo-Skills,https://github.com/NVIDIA/NeMo-Skills,69,93,LARGE_BUCKET1,255
ocadotechnology,codeforlife-workspace,https://github.com/ocadotechnology/codeforlife-workspace,100,77,SMALL_ORGS,254
google,virtual-broadcast-production-assistant,https://github.com/google/virtual-broadcast-production-assistant,100,77,GOOGLE,254
nvidia,cuda-quantum,https://github.com/NVIDIA/cuda-quantum,75,89,LARGE_BUCKET1,253
google,osv-scanner,https://github.com/google/osv-scanner,75,89,GOOGLE,253
microsoft,copilot-camp,https://github.com/microsoft/copilot-camp,65,94,MICROSOFT,253
aws,amazon-q-developer-cli,https://github.com/aws/amazon-q-developer-cli,99,77,LARGE_BUCKET1,253
tencent,tdesign-vue-next,https://github.com/Tencent/tdesign-vue-next,73,90,LARGE_BUCKET1,253
nvidia,cloudai,https://github.com/NVIDIA/cloudai,72,90,LARGE_BUCKET1,252
microsoft,fabric-toolbox,https://github.com/microsoft/fabric-toolbox,85,83,MICROSOFT,251
nvidia,nv-ingest,https://github.com/NVIDIA/nv-ingest,67,92,LARGE_BUCKET1,251
qualcomm,eld,https://github.com/qualcomm/eld,67,92,SMALL_ORGS,251
nvidia,spark-rapids,https://github.com/NVIDIA/spark-rapids,58,96,LARGE_BUCKET1,250
microsoft,openvmm,https://github.com/microsoft/openvmm,63,93,MICROSOFT,249
crowdstrike,foundry-sample-mitre,https://github.com/CrowdStrike/foundry-sample-mitre,66,91,LARGE_BUCKET4,248
microsoft,semantic-link-labs,https://github.com/microsoft/semantic-link-labs,56,96,MICROSOFT,248
nvidia,numba-cuda,https://github.com/NVIDIA/numba-cuda,59,94,LARGE_BUCKET1,247
microsoft,semantic-kernel,https://github.com/microsoft/semantic-kernel,58,94,MICROSOFT,246
tencent,tgfx,https://github.com/Tencent/tgfx,66,90,LARGE_BUCKET1,246
google,adk-java,https://github.com/google/adk-java,74,86,GOOGLE,246
intel,edge-developer-kit-reference-scripts,https://github.com/intel/edge-developer-kit-reference-scripts,48,99,LARGE_BUCKET2,246
sap,ai-sdk-js,https://github.com/SAP/ai-sdk-js,61,92,LARGE_BUCKET2,245
google,adk-docs,https://github.com/google/adk-docs,73,86,GOOGLE,245
google,nearby,https://github.com/google/nearby,69,88,GOOGLE,245
aws,eks-distro,https://github.com/aws/eks-distro,66,89,LARGE_BUCKET1,244
datadog,malicious-software-packages-dataset,https://github.com/DataDog/malicious-software-packages-dataset,53,95,LARGE_BUCKET4,243
ibm,CodeEngine,https://github.com/IBM/CodeEngine,59,92,IBM,243
microsoft,CCF,https://github.com/microsoft/CCF,52,95,MICROSOFT,242
microsoft,opensource.microsoft.com,https://github.com/microsoft/opensource.microsoft.com,63,89,MICROSOFT,241
samsung,TizenFX,https://github.com/Samsung/TizenFX,60,90,LARGE_BUCKET1,240
ibm,AutoPeptideML,https://github.com/IBM/AutoPeptideML,58,91,IBM,240
microsoft,omnichannel-chat-widget,https://github.com/microsoft/omnichannel-chat-widget,88,76,MICROSOFT,240
microsoft,playwright-mcp,https://github.com/microsoft/playwright-mcp,86,77,MICROSOFT,240
aws,aws-cdk,https://github.com/aws/aws-cdk,100,70,LARGE_BUCKET1,240
microsoft,vscode-cosmosdb,https://github.com/microsoft/vscode-cosmosdb,59,90,MICROSOFT,239
adobe,react-spectrum,https://github.com/adobe/react-spectrum,61,89,LARGE_BUCKET3,239
google,flax,https://github.com/google/flax,66,86,GOOGLE,238
bytedance,flowgram.ai,https://github.com/bytedance/flowgram.ai,58,90,LARGE_BUCKET1,238
datadog,browser-sdk,https://github.com/DataDog/browser-sdk,67,85,LARGE_BUCKET4,237
netapp,harvest,https://github.com/NetApp/harvest,53,92,LARGE_BUCKET4,237
nvidia,KAI-Scheduler,https://github.com/NVIDIA/KAI-Scheduler,47,95,LARGE_BUCKET1,237
shopify,ruby-lsp,https://github.com/Shopify/ruby-lsp,52,92,LARGE_BUCKET3,236
aws,aws-sdk-cpp,https://github.com/aws/aws-sdk-cpp,64,86,LARGE_BUCKET1,236
microsoft,Agents,https://github.com/microsoft/Agents,61,87,MICROSOFT,235
microsoft,CSS-Exchange,https://github.com/microsoft/CSS-Exchange,41,97,MICROSOFT,235
microsoft,SimpleL7Proxy,https://github.com/microsoft/SimpleL7Proxy,71,82,MICROSOFT,235
snowflakedb,terraform-provider-snowflake,https://github.com/snowflakedb/terraform-provider-snowflake,48,93,SMALL_ORGS,234
crowdstrike,glide-core,https://github.com/CrowdStrike/glide-core,69,82,LARGE_BUCKET4,233
sap,cloud-sdk-js,https://github.com/SAP/cloud-sdk-js,55,89,LARGE_BUCKET2,233
microsoft,go-infra,https://github.com/microsoft/go-infra,57,88,MICROSOFT,233
intel,intel-device-plugins-for-kubernetes,https://github.com/intel/intel-device-plugins-for-kubernetes,50,91,LARGE_BUCKET2,232
adobe,aio-cli-plugin-api-mesh,https://github.com/adobe/aio-cli-plugin-api-mesh,42,95,LARGE_BUCKET3,232
analogdevicesinc,linux,https://github.com/analogdevicesinc/linux,73,79,LARGE_BUCKET3,231
aws,jsii-rosetta,https://github.com/aws/jsii-rosetta,31,100,LARGE_BUCKET1,231
ibm,terratorch,https://github.com/IBM/terratorch,73,79,IBM,231
google,wasefire,https://github.com/google/wasefire,41,95,GOOGLE,231
google,heir,https://github.com/google/heir,77,77,GOOGLE,231
microsoft,Generative-AI-for-beginners-dotnet,https://github.com/microsoft/Generative-AI-for-beginners-dotnet,72,79,MICROSOFT,230
adobe,helix-html2md,https://github.com/adobe/helix-html2md,29,100,LARGE_BUCKET3,229
microsoft,ai-dev-gallery,https://github.com/microsoft/ai-dev-gallery,39,95,MICROSOFT,229
alibaba,higress,https://github.com/alibaba/higress,49,90,LARGE_BUCKET1,229
adobe,spectrum-tokens,https://github.com/adobe/spectrum-tokens,55,87,LARGE_BUCKET3,229
microsoft,windows-ai-studio-templates,https://github.com/microsoft/windows-ai-studio-templates,55,87,MICROSOFT,229
google,oss-rebuild,https://github.com/google/oss-rebuild,31,99,GOOGLE,229
nvidia,stdexec,https://github.com/NVIDIA/stdexec,39,95,LARGE_BUCKET1,229
nvidia,TensorRT-Incubator,https://github.com/NVIDIA/TensorRT-Incubator,51,89,LARGE_BUCKET1,229
palantir,osdk-ts,https://github.com/palantir/osdk-ts,50,89,LARGE_BUCKET4,228
samsung,TICO,https://github.com/Samsung/TICO,45,91,LARGE_BUCKET1,227
adobe,aepsdk-messaging-android,https://github.com/adobe/aepsdk-messaging-android,49,89,LARGE_BUCKET3,227
netflix,OpenVPCal,https://github.com/Netflix/OpenVPCal,93,67,LARGE_BUCKET2,227
microsoft,garnet,https://github.com/microsoft/garnet,37,95,MICROSOFT,227
nvidia,nvidia-container-toolkit,https://github.com/NVIDIA/nvidia-container-toolkit,66,80,LARGE_BUCKET1,226
microsoft,Olive,https://github.com/microsoft/Olive,80,73,MICROSOFT,226
datadog,libdatadog,https://github.com/DataDog/libdatadog,38,94,LARGE_BUCKET4,226
microsoft,qsharp,https://github.com/microsoft/qsharp,36,95,MICROSOFT,226
crowdstrike,foundry-sample-scalable-rtr,https://github.com/CrowdStrike/foundry-sample-scalable-rtr,44,91,LARGE_BUCKET4,226
crowdstrike,foundry-sample-rapid-response,https://github.com/CrowdStrike/foundry-sample-rapid-response,36,95,LARGE_BUCKET4,226
microsoft,vscode-loc,https://github.com/microsoft/vscode-loc,32,97,MICROSOFT,226
nvidia,nvidia-resiliency-ext,https://github.com/NVIDIA/nvidia-resiliency-ext,71,77,LARGE_BUCKET1,225
crowdstrike,falcon-mcp,https://github.com/CrowdStrike/falcon-mcp,45,90,LARGE_BUCKET4,225
ibm,power-dra-driver,https://github.com/IBM/power-dra-driver,51,87,IBM,225
intel,cpp-std-extensions,https://github.com/intel/cpp-std-extensions,25,100,LARGE_BUCKET2,225
google,zx,https://github.com/google/zx,41,92,GOOGLE,225
sap,cloud-sdk-ios-fiori,https://github.com/SAP/cloud-sdk-ios-fiori,29,98,LARGE_BUCKET2,225
nvidia,cuda-python,https://github.com/NVIDIA/cuda-python,41,92,LARGE_BUCKET1,225
justeattakeaway,pie,https://github.com/justeattakeaway/pie,42,91,SMALL_ORGS,224
microsoft,agent-academy,https://github.com/microsoft/agent-academy,100,62,MICROSOFT,224
ibm,unitxt,https://github.com/IBM/unitxt,37,93,IBM,223
ibm,Hestia-GOOD,https://github.com/IBM/Hestia-GOOD,23,100,IBM,223
nvidia,NVFlare,https://github.com/NVIDIA/NVFlare,51,86,LARGE_BUCKET1,223
microsoft,lisa,https://github.com/microsoft/lisa,45,89,MICROSOFT,223
intel,auto-round,https://github.com/intel/auto-round,47,88,LARGE_BUCKET2,223
aws,jsii-compiler,https://github.com/aws/jsii-compiler,23,100,LARGE_BUCKET1,223
aws,graph-explorer,https://github.com/aws/graph-explorer,24,99,LARGE_BUCKET1,222
intel,compile-time-init-build,https://github.com/intel/compile-time-init-build,24,99,LARGE_BUCKET2,222
tencent,Hippy,https://github.com/Tencent/Hippy,24,99,LARGE_BUCKET1,222
nvidia,spark-rapids-jni,https://github.com/NVIDIA/spark-rapids-jni,21,100,LARGE_BUCKET1,221
microsoft,WinUI-Gallery,https://github.com/microsoft/WinUI-Gallery,45,88,MICROSOFT,221
intel,cve-bin-tool,https://github.com/intel/cve-bin-tool,49,86,LARGE_BUCKET2,221
shopify,roast,https://github.com/Shopify/roast,47,87,LARGE_BUCKET3,221
sap,arp142-hana,https://github.com/SAP/arp142-hana,22,99,LARGE_BUCKET2,220
google,dive,https://github.com/google/dive,32,94,GOOGLE,220
apple,swift-numerics,https://github.com/apple/swift-numerics,34,93,LARGE_BUCKET1,220
adobe,helix-rum-enhancer,https://github.com/adobe/helix-rum-enhancer,24,98,LARGE_BUCKET3,220
apple,swift-system,https://github.com/apple/swift-system,34,93,LARGE_BUCKET1,220
nvidia,spark-rapids-tools,https://github.com/NVIDIA/spark-rapids-tools,34,93,LARGE_BUCKET1,220
google,secops-wrapper,https://github.com/google/secops-wrapper,100,60,GOOGLE,220
google,bumble,https://github.com/google/bumble,46,87,GOOGLE,220
microsoft,kiota-typescript,https://github.com/microsoft/kiota-typescript,40,90,MICROSOFT,220
nvidia,torch-harmonics,https://github.com/NVIDIA/torch-harmonics,59,80,LARGE_BUCKET1,219
sap,terraform-provider-scc,https://github.com/SAP/terraform-provider-scc,33,93,LARGE_BUCKET2,219
vmware,govmomi,https://github.com/vmware/govmomi,31,94,LARGE_BUCKET2,219
datadog,datadog-operator,https://github.com/DataDog/datadog-operator,39,90,LARGE_BUCKET4,219
apple,container,https://github.com/apple/container,39,90,LARGE_BUCKET1,219
analogdevicesinc,ToF,https://github.com/analogdevicesinc/ToF,35,92,LARGE_BUCKET3,219
google,oboe,https://github.com/google/oboe,37,91,GOOGLE,219
netapp,FSx-ONTAP-samples-scripts,https://github.com/NetApp/FSx-ONTAP-samples-scripts,24,97,LARGE_BUCKET4,218
shopify,yjit-metrics,https://github.com/Shopify/yjit-metrics,26,96,LARGE_BUCKET3,218
datadog,datadog-agent-dev,https://github.com/DataDog/datadog-agent-dev,20,99,LARGE_BUCKET4,218
sap,swagger-plugin-for-sphinx,https://github.com/SAP/swagger-plugin-for-sphinx,20,99,LARGE_BUCKET2,218
google,comprehensive-rust,https://github.com/google/comprehensive-rust,24,97,GOOGLE,218
nvidia,k8s-dra-driver-gpu,https://github.com/NVIDIA/k8s-dra-driver-gpu,49,84,LARGE_BUCKET1,217
alibaba,PhotonLibOS,https://github.com/alibaba/PhotonLibOS,31,93,LARGE_BUCKET1,217
apple,axlearn,https://github.com/apple/axlearn,55,81,LARGE_BUCKET1,217
facebook,stylex,https://github.com/facebook/stylex,35,91,META,217
adobe,helix-importer,https://github.com/adobe/helix-importer,16,100,LARGE_BUCKET3,216
spotify,confidence-sdk-java,https://github.com/spotify/confidence-sdk-java,44,86,LARGE_BUCKET3,216
microsoft,document-generation-solution-accelerator,https://github.com/microsoft/document-generation-solution-accelerator,43,86,MICROSOFT,215
microsoft,FluidExamples,https://github.com/microsoft/FluidExamples,27,94,MICROSOFT,215
microsoft,json-schemas,https://github.com/microsoft/json-schemas,33,91,MICROSOFT,215
microsoft,mscclpp,https://github.com/microsoft/mscclpp,23,96,MICROSOFT,215
telekom-mms,webex-notifier,https://github.com/telekom-mms/webex-notifier,15,100,LARGE_BUCKET2,215
ibm,cloudant-node-sdk,https://github.com/IBM/cloudant-node-sdk,33,91,IBM,215
siemens,ngx-datatable,https://github.com/siemens/ngx-datatable,25,95,LARGE_BUCKET2,215
microsoft,azure-linux-image-tools,https://github.com/microsoft/azure-linux-image-tools,39,88,MICROSOFT,215
shopify,checkout-sheet-kit-swift,https://github.com/Shopify/checkout-sheet-kit-swift,47,84,LARGE_BUCKET3,215
intel,PerfSpect,https://github.com/intel/PerfSpect,21,97,LARGE_BUCKET2,215
adobe,helix-md2jcr,https://github.com/adobe/helix-md2jcr,15,100,LARGE_BUCKET3,215
microsoft,openaivec,https://github.com/microsoft/openaivec,100,57,MICROSOFT,214
microsoft,omnichannel-chat-sdk,https://github.com/microsoft/omnichannel-chat-sdk,32,91,MICROSOFT,214
microsoft,react-native-windows,https://github.com/microsoft/react-native-windows,60,77,MICROSOFT,214
intel,cpp-baremetal-senders-and-receivers,https://github.com/intel/cpp-baremetal-senders-and-receivers,14,100,LARGE_BUCKET2,214
google,alioth,https://github.com/google/alioth,24,95,GOOGLE,214
twilio,flex-plugin-builder,https://github.com/twilio/flex-plugin-builder,38,88,LARGE_BUCKET4,214
datadog,datadog-lambda-extension,https://github.com/DataDog/datadog-lambda-extension,26,94,LARGE_BUCKET4,214
nvidia,MatX,https://github.com/NVIDIA/MatX,22,96,LARGE_BUCKET1,214
google,aarch64-esr-decoder,https://github.com/google/aarch64-esr-decoder,15,99,GOOGLE,213
telekom-mms,confluence-gardner,https://github.com/telekom-mms/confluence-gardner,13,100,LARGE_BUCKET2,213
ibm,beeai-workshop,https://github.com/IBM/beeai-workshop,67,73,IBM,213
adobe,franklin-service,https://github.com/adobe/franklin-service,13,100,LARGE_BUCKET3,213
adobe,helix-rum-bundler,https://github.com/adobe/helix-rum-bundler,13,100,LARGE_BUCKET3,213
google,kernel-research,https://github.com/google/kernel-research,61,76,GOOGLE,213
sap,cap-operator,https://github.com/SAP/cap-operator,21,96,LARGE_BUCKET2,213
databricks,terraform-provider-databricks,https://github.com/databricks/terraform-provider-databricks,51,81,LARGE_BUCKET4,213
microsoft,vscode-pull-request-github,https://github.com/microsoft/vscode-pull-request-github,100,56,MICROSOFT,212
infineon,arduino-core-psoc6,https://github.com/Infineon/arduino-core-psoc6,24,94,LARGE_BUCKET3,212
sap,ai-sdk,https://github.com/SAP/ai-sdk,28,92,LARGE_BUCKET2,212
microsoft,wpa,https://github.com/microsoft/wpa,16,98,MICROSOFT,212
aws,eks-anywhere-build-tooling,https://github.com/aws/eks-anywhere-build-tooling,22,95,LARGE_BUCKET1,212
amd,xdna-driver,https://github.com/amd/xdna-driver,36,88,SMALL_ORGS,212
adobe,helix-onedrive-cli,https://github.com/adobe/helix-onedrive-cli,12,100,LARGE_BUCKET3,212
apple,containerization,https://github.com/apple/containerization,33,89,LARGE_BUCKET1,211
bytedance,vArmor,https://github.com/bytedance/vArmor,31,90,LARGE_BUCKET1,211
datadog,saluki,https://github.com/DataDog/saluki,43,84,LARGE_BUCKET4,211
aws,eks-anywhere,https://github.com/aws/eks-anywhere,29,91,LARGE_BUCKET1,211
alibaba,loongcollector,https://github.com/alibaba/loongcollector,33,89,LARGE_BUCKET1,211
tencent,tdesign-flutter,https://github.com/Tencent/tdesign-flutter,33,89,LARGE_BUCKET1,211
apple,swift-nio,https://github.com/apple/swift-nio,31,90,LARGE_BUCKET1,211
adobe,aepsdk-commons,https://github.com/adobe/aepsdk-commons,35,88,LARGE_BUCKET3,211
ibm,cloudant-python-sdk,https://github.com/IBM/cloudant-python-sdk,15,98,IBM,211
adobe,spectrum-css,https://github.com/adobe/spectrum-css,35,88,LARGE_BUCKET3,211
sap,invoke-plugin-for-pylint,https://github.com/SAP/invoke-plugin-for-pylint,10,100,LARGE_BUCKET2,210
sap,flake8-tergeo,https://github.com/SAP/flake8-tergeo,10,100,LARGE_BUCKET2,210
block,kotlin-formatter,https://github.com/block/kotlin-formatter,18,96,SMALL_ORGS,210
nvidia,gpu-driver-container,https://github.com/NVIDIA/gpu-driver-container,50,80,LARGE_BUCKET1,210
microsoft,rushstack,https://github.com/microsoft/rushstack,28,91,MICROSOFT,210
google,earthengine-catalog,https://github.com/google/earthengine-catalog,32,89,GOOGLE,210
ibm,continuous-delivery-go-sdk,https://github.com/IBM/continuous-delivery-go-sdk,20,95,IBM,210
ibm,maximo-labs,https://github.com/IBM/maximo-labs,14,98,IBM,210
adobe,helix-mediahandler,https://github.com/adobe/helix-mediahandler,14,98,LARGE_BUCKET3,210
pinterest,thriftcheck,https://github.com/pinterest/thriftcheck,16,97,SMALL_ORGS,210
microsoft,terraform-provider-azuredevops,https://github.com/microsoft/terraform-provider-azuredevops,12,99,MICROSOFT,210
ibm,cloudant-go-sdk,https://github.com/IBM/cloudant-go-sdk,13,98,IBM,209
adobe,helix-shared,https://github.com/adobe/helix-shared,21,94,LARGE_BUCKET3,209
sap,terraform-provider-btp,https://github.com/SAP/terraform-provider-btp,17,96,LARGE_BUCKET2,209
facebookresearch,spdl,https://github.com/facebookresearch/spdl,13,98,META,209
google,zimtohrli,https://github.com/google/zimtohrli,19,95,GOOGLE,209
ibm,cloudant-spring,https://github.com/IBM/cloudant-spring,13,98,IBM,209
tencent,cherry-markdown,https://github.com/Tencent/cherry-markdown,45,82,LARGE_BUCKET1,209
microsoft,Modernize-your-code-solution-accelerator,https://github.com/microsoft/Modernize-your-code-solution-accelerator,31,89,MICROSOFT,209
microsoft,terraform-provider-fabric,https://github.com/microsoft/terraform-provider-fabric,31,89,MICROSOFT,209
aws,aws-lc,https://github.com/aws/aws-lc,43,83,LARGE_BUCKET1,209
jpmorganchase,salt-ds,https://github.com/jpmorganchase/salt-ds,39,85,SMALL_ORGS,209
adobe,aepsdk-messaging-ios,https://github.com/adobe/aepsdk-messaging-ios,29,90,LARGE_BUCKET3,209
nvidia,cuopt,https://github.com/NVIDIA/cuopt,27,91,LARGE_BUCKET1,209
adobe,helix-slack-notification,https://github.com/adobe/helix-slack-notification,13,98,LARGE_BUCKET3,209
microsoft,vscode-azurecontainerapps,https://github.com/microsoft/vscode-azurecontainerapps,19,95,MICROSOFT,209
adobe,helix-universal-devserver,https://github.com/adobe/helix-universal-devserver,9,100,LARGE_BUCKET3,209
google,benchmark,https://github.com/google/benchmark,20,94,GOOGLE,208
microsoft,onnxruntime-genai,https://github.com/microsoft/onnxruntime-genai,26,91,MICROSOFT,208
netflix,atlas,https://github.com/Netflix/atlas,12,98,LARGE_BUCKET2,208
analogdevicesinc,libiio,https://github.com/analogdevicesinc/libiio,24,92,LARGE_BUCKET3,208
analogdevicesinc,no-OS,https://github.com/analogdevicesinc/no-OS,14,97,LARGE_BUCKET3,208
adobe,helix-deploy,https://github.com/adobe/helix-deploy,12,98,LARGE_BUCKET3,208
sap,terraform-provider-sap-cloud-identity-services,https://github.com/SAP/terraform-provider-sap-cloud-identity-services,14,97,LARGE_BUCKET2,208
google,trillian-website,https://github.com/google/trillian-website,12,98,GOOGLE,208
netflix,iep,https://github.com/Netflix/iep,10,99,LARGE_BUCKET2,208
shopify,vscode-shopify-ruby,https://github.com/Shopify/vscode-shopify-ruby,14,97,LARGE_BUCKET3,208
aws,aws-k8s-tester,https://github.com/aws/aws-k8s-tester,24,92,LARGE_BUCKET1,208
google,gemma.cpp,https://github.com/google/gemma.cpp,25,91,GOOGLE,207
adobe,franklin-library,https://github.com/adobe/franklin-library,9,99,LARGE_BUCKET3,207
adobe,jsonschema2md,https://github.com/adobe/jsonschema2md,7,100,LARGE_BUCKET3,207
sap,terraform-exporter-btp,https://github.com/SAP/terraform-exporter-btp,13,97,LARGE_BUCKET2,207
google,fuzztest,https://github.com/google/fuzztest,43,82,GOOGLE,207
sap,invoke-plugin-for-sphinx,https://github.com/SAP/invoke-plugin-for-sphinx,9,99,LARGE_BUCKET2,207
sap,cloud-sdk-java,https://github.com/SAP/cloud-sdk-java,23,92,LARGE_BUCKET2,207
ibm,cp4waiops-samples,https://github.com/IBM/cp4waiops-samples,25,91,IBM,207
